Date,time_from_start,character_Input,character_position.x,character_position.y,character_get,status_power,status_lighter,status_faster,Live,score
1718449506839,7.745244,,-0.0001743892,3.494991,,False,False,False,3,0
1718449507032,7.940084,,-0.002586691,3.49499,,False,False,False,3,0
1718449507241,8.148169,,-0.03889672,3.49499,,False,False,False,3,0
1718449507436,8.342672,,-0.07744913,3.49499,,False,False,False,3,0
1718449507640,8.547116,,-0.07745866,3.49499,,False,False,False,3,0
1718449507821,8.726679,Down,-0.07746725,3.49499,,False,False,False,3,0
1718449507838,8.745206,,-0.07746725,3.33499,,False,False,False,3,0
1718449508033,8.940321,,-0.07746725,1.73499,,False,False,False,3,0
1718449508234,9.141749,,-0.07746725,0.1349899,,False,False,False,3,0
1718449508296,9.203262,Up,-0.07746725,-0.3450101,,False,False,False,3,0
1718449508439,9.346441,,-0.07746725,0.7749898,,False,False,False,3,0
1718449508634,9.540819,,-0.07746725,2.37499,,False,False,False,3,0
1718449508785,9.691483,Right,-0.07746725,3.49499,,False,False,False,3,0
1718449508840,9.746177,,0.4025328,3.494987,,False,False,False,3,0
1718449509036,9.943545,,1.930597,3.500381,,False,False,False,3,0
1718449509234,10.14071,,3.514064,3.499471,,False,False,False,3,0
1718449509422,10.32,,4.953867,3.496452,Pallet,False,False,False,3,0
1718449509433,10.34011,,5.082573,3.498605,,False,False,False,3,10
1718449509539,10.44,,5.882573,3.500344,Pallet,False,False,False,3,10
1718449509635,10.54311,,6.690208,3.501315,,False,False,False,3,20
1718449509675,10.58,,7.010208,3.500865,Pallet,False,False,False,3,20
1718449509794,10.7,,7.972827,3.500407,Pallet,False,False,False,3,30
1718449509837,10.74349,,8.281001,3.500735,,False,False,False,3,40
1718449509917,10.82,,8.921,3.500583,Pallet,False,False,False,3,40
1718449510040,10.94723,,9.811311,3.50041,,False,False,False,3,50
1718449510059,10.96,,9.971311,3.500461,Pallet,False,False,False,3,50
1718449510175,11.08,,10.91821,3.500585,Pallet,False,False,False,3,60
1718449510236,11.14266,,11.32017,3.500612,,False,False,False,3,70
1718449510315,11.22,,11.96017,3.500563,Pallet,False,False,False,3,70
1718449510435,11.34,,12.91261,3.501376,Pallet,False,False,False,3,80
1718449510436,11.34239,,12.91261,3.501376,,False,False,False,3,90
1718449510578,11.48,,13.93273,3.500574,Pallet,False,False,False,3,90
1718449510639,11.54593,,14.39124,3.497675,,False,False,False,3,100
1718449510696,11.6,,14.87124,3.499798,Pallet,False,False,False,3,100
1718449510842,11.74,,16.00869,3.500161,Pallet,False,False,False,3,110
1718449510843,11.74917,,16.00869,3.500161,,False,False,False,3,120
