time,enemyPos.X,enemyPos.Y
1718876866784,-17.18349,2.500556
1718876866983,-16.38057,2.510137
1718876867185,-15.58866,2.500972
1718876867385,-14.79494,2.500594
1718876877378,-13.99494,2.500554
1718876877573,-13.19375,2.499996
